date,basepoint_X,basepoint_Y
2011-11-09T19:16:22.000000,-929.5093,299.25550000000004
2011-04-12T22:38:07.000000,108.3792,482.2558
2011-07-15T09:01:29.000000,-713.451,536.884
2016-05-10T22:05:08.000000,-200.14033333333336,-301.517
2016-11-13T06:51:53.000000,-219.434,-291.299
2012-08-10T00:36:57.000000,-10.8910425,-194.0485
2016-10-09T16:48:37.000000,-4.637321,-191.741
2016-04-20T01:02:51.000000,1.8735,-207.803
2011-12-02T14:01:58.000000,1.1287186666666666,-179.55633333333333
2011-03-12T00:00:34.000000,-117.70175,-293.77125
2013-10-07T16:55:28.000000,-106.575,-295.8175
2013-10-03T07:51:00.000000,-902.3666363636364,-312.00609090909086
2012-08-07T01:28:56.000000,-911.729,-306.012
2011-04-15T18:07:54.000000,-901.7926451612902,-305.42051612903225
2016-09-17T20:56:37.000000,-956.591,-333.961
2015-03-02T07:34:48.000000,-900.872125,-300.994625
2015-02-12T11:44:27.000000,-756.0310000000001,228.83925
2016-06-18T19:45:47.000000,-754.756,230.674
2016-01-01T16:24:25.000000,668.6376,391.5274
2014-08-25T16:04:47.000000,902.835,-296.482
2014-07-09T03:11:23.000000,909.1825,-265.0975
2011-02-25T08:19:25.000000,-820.1415,490.787
2014-08-20T01:08:29.000000,-874.5037500000001,382.1955
2016-01-07T12:44:47.000000,-876.437,385.026
2012-11-02T00:01:03.000000,353.815,324.447
2016-07-05T11:18:24.000000,356.402,318.755
2012-07-15T07:57:35.000000,937.3356666666668,236.33633333333333
2015-07-15T07:22:00.000000,-552.596,-485.20925
2015-07-30T22:38:52.000000,-916.0925,-253.103
2015-08-19T19:56:55.000000,-917.6752,-256.3184
2015-11-01T03:59:44.000000,-891.5893333333333,-272.87533333333334
2015-08-26T17:57:45.000000,-890.413,-289.53550000000007
2011-03-11T02:28:24.000000,-886.204,-297.332
2012-10-23T15:10:18.000000,-111.18407285714288,954.1212857142856
2011-07-21T10:55:29.000000,-16.8487,960.996
2011-12-08T16:30:09.000000,-679.1329999999999,683.6786666666667
2011-12-12T13:44:06.000000,-968.7836666666668,-12.353426666666666
2016-06-05T19:09:13.000000,890.32475,342.27175
2016-10-29T03:47:13.000000,-917.553,313.747
2013-02-02T15:53:36.000000,-930.6045,270.252
2014-08-09T02:59:57.000000,-925.644,267.404
2013-02-20T02:04:24.000000,-925.644,267.404
2015-01-24T13:23:05.000000,-863.8526666666667,-241.767
2016-09-30T04:17:22.000000,971.2720909090908,172.81245454545453
2012-11-07T17:15:41.000000,977.056,169.259
2012-04-08T02:41:14.000000,967.3645,182.1795
2014-09-24T10:34:07.000000,973.1833333333336,172.0951111111111
2014-02-27T18:35:48.000000,974.937,169.76
2011-08-08T18:35:22.000000,979.4188888888888,169.18755555555555
2012-11-12T13:06:44.000000,980.56,169.107
2013-06-29T04:40:58.000000,846.595,-293.583
2014-07-15T00:33:51.000000,862.295,-284.27
2016-04-27T00:09:41.000000,926.50375,-316.811
2012-08-04T20:29:10.000000,353.56388888888887,-224.88255555555557
2016-08-17T14:23:42.000000,348.279,-233.165
2012-11-10T10:16:51.000000,378.425,-205.874
2015-10-02T08:28:03.000000,370.98875,-233.827
2016-12-10T20:22:50.000000,400.631,-226.15975
2016-10-06T12:53:02.000000,371.965,-233.924
2015-08-05T01:41:18.000000,-954.9122,-231.3218
2014-10-30T20:20:45.000000,-948.54475,-261.31550000000004
2015-02-20T21:22:29.000000,-160.67133333333334,-341.5293333333334
2015-03-29T19:43:58.000000,-153.038,-343.71725
